cause_of_death,carto_db_cause_of_death,year,dead_and_missing,description
unknown,unknown - supposedly exhaustion related death,2002,2,"One dead and one missing after the shipwreck off the coast of Ceuta in a small boat directly in Tarifa (Nov 22, 2002)"
suicide - other,suicide,2002,1,"suicide in Szombathelyi Detention Centre in Hungary (Nov 20, 2002)"
suicide - put on fire,suicide,2002,1,"suicide, set himself on fire in Syke (D) after his asylum application was rejected, Roma (Nov 14, 2002)"
drowned,drowning or exhaustion related death,2002,4,"reportedly, drowned when dinghy capsized near Larache off Moroccan coast (Nov 12, 2002)"
drowned,drowning or exhaustion related death,2002,2,"drowned when inflatable dinghy capsized near Larache off Moroccos coast (Nov 12, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,47,"Forced from the smugglers despite the bad weather, 47 young people die a hundred meters from the shore of Khemiss, Larache, from which they had departed for Spain (Nov 11, 2002)"
asphyxiated,drowning or exhaustion related death,2002,5,"stowaways, suffocated inside a trailer on its way from Agadir (MA) to Sevilla (E) (Nov 9, 2002)"
hypothermia,drowning or exhaustion related death,2002,1,"Woman dies of cold in the arms of her husband, were crossing on foot at night the Turkish border with Greece (Nov 7, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, corpse was found at the shore of Menderes district (TR) (Nov 5, 2002)"
suicide - put on fire,suicide,2002,1,"suicide, set fire to herself after her asylum claim was refused (Nov 4, 2002)"
drowned,drowning or exhaustion related death,2002,1,"reportedly drowned, tried to reach Otranto (I) in a overcrowded dinghy (Nov 2, 2002)"
drowned,drowning or exhaustion related death,2002,6,"dead bodies found in Otranto (I) attached to their dinghy with a rope (Nov 2, 2002)"
suicide - other,suicide,2002,1,"suicide in Red Cross Centre Copenhagen (DK), asylum application was turned down (Nov 1, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,23,"Shipwreck off Koungou, Mayotte game from a boat Bambao, Anjouan: 23 dead (Oct 27, 2002)"
drowned,drowning or exhaustion related death,2002,2,"drowned, bodies found off the northeastern coast of Lesbos (GR) (Oct 20, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,9,"Capsized off the Tunisian coast by boat game Echebba and live in Sicily, 8 deaths and 1 missing (Oct 19, 2002)"
drowned,drowning or exhaustion related death,2002,6,"drowned, bodies found near Lesbos (GR) all six where wearing life vests (Oct 15, 2002). From Del Grande's data set (translated): Recovered off the island of Lesbos corpses of drowned 6, including 3 children (Oct 16, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,5,"5 found dead in the container of a truck at the Port of Algeciras (Oct 13, 2002)"
asphyxiated,drowning or exhaustion related death,2002,5,"At the Port of Algeciras are found the bodies of five young people suffocated in a truck they were traveling in Morocco embarked hidden (Oct 11, 2002)"
drowned,drowning or exhaustion related death,2002,2,"drowned, ship capsized off Turkey's western coast on its way to Greece (Oct 9, 2002)"
drowned,drowning or exhaustion related death,2002,7,"reportedly drowned, ship capsized off Turkey's western coast on way to GR (Oct 9, 2002). From Del Grande's data set (translated): Live in Greece boat is shipwrecked off the coast of Didymus, 9 dead (Oct 10, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,14,"Shipwreck off the coast of Barbate, Cadiz. Recovered from the sea the bodies of 7 boys and 7 girls (Oct 8, 2002)"
drowned,drowning or exhaustion related death,2002,5,"missing, after boat sank near Antigua (Canary Islands, E) (Oct 5, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, body found off the coast of Tuineje (Fuerteventura, E) (Oct 5, 2002)"
drowned,drowning or exhaustion related death,2002,7,"reportedly drowned when their boat capsized off the Spanish coast (Oct 4, 2002)"
drowned,drowning or exhaustion related death,2002,6,"drowned after their boat capsized off the Spanish coastline (Oct 4, 2002)"
drowned,drowning or exhaustion related death,2002,9,"drowned when overloaded boat capsized near Cadiz (E) (Oct 1, 2002)"
lack of medical care,drowning or exhaustion related death,2002,1,"died after being refused medical treatment in detention centre in Leusden (NL) (Jan 30, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"found dead in a Spanish police station (Jan 25, 2002)"
drowned,drowning or exhaustion related death,2002,16,"reportedly drowned, vessel capsized off the coast of Pozo Negro, Canary Islands (E) (Jan 20, 2002)"
murdered,malicious intent related death / manslaughter,2002,1,"executed after being deported to Iran by Turkish police  (Jan 19, 2002)"
electrocuted,other,2002,1,"stowaway, electrocuted when train passed under power lines near Frethun (F) (Jan 18, 2002)"
drowned,drowning or exhaustion related death,2002,44,"drowned after boat sank on the way from Bodrum (TR) to Kos (GR) (Jan 11, 2002)"
car accident,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, died after attempt of jumping off a bound truck in Patras (GR)  (Jan 11, 2002)"
asphyxiated,drowning or exhaustion related death,2002,4,"stowaways, found dead in a shipping container due to depart from Livorno (I) (Jan 11, 2002)"
hypothermia,drowning or exhaustion related death,2002,1,"died of hypothermia,  after long treck across Turkish border into Greece. (Jan 10, 2002)"
lack of medical care,drowning or exhaustion related death,2002,1,"no medical care into asylum centre in Appelscha (NL), too late found cancer (Jan 10, 2002)"
drowned,drowning or exhaustion related death,2002,12,"missing, after boat sank while trying to reach Mayotte Island (F) from Comoros Islands  (Jan 9, 2002)"
drowned,drowning or exhaustion related death,2002,8,"drowned, after boat sank while trying to reach Mayotte Island (F) from Comoros Islands  (Jan 9, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,5,"missing, after a boat with 42 migrants sank off the coast of Barbate (E) (Jan 9, 2002)"
drowned,drowning or exhaustion related death,2002,9,"drowned, after a boat with 42 migrants sank off the coast of Barbate (E) (Jan 9, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"missing, after small boat capsized near Tunisian coast on its way to Sicily (I)  (Jan 9, 2002)"
drowned,drowning or exhaustion related death,2002,9,"drowned after small boat capsized near Tunisian coast on its way to Sicily (I)  (Jan 9, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, body was discovered by a fisherman in the western Peloponnese (GR) (Jan 9, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"Recovered at sea the body of a man off Apani, Brindisi (Jan 10, 2002)"
suicide - under train,suicide,2002,1,"suicide, jumped under train in Zwolle (NL) in fear of deportation (Jan 9, 2002)"
drowned,drowning or exhaustion related death,2002,13,"drowned after boat capsized, body found on a beach near Kenitra (MA) (Jan 8, 2002)"
drowned,drowning or exhaustion related death,2002,11,"drowned, after ship capsized 200 meters from south coast of Sicily (I) (Jan 8, 2002)"
drowned,drowning or exhaustion related death,2002,3,"drowned, after ship capsized 200 meters from coast of Sicily (I) (Jan 8, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,5,"missing, were abandoned near Greek coast in a boat that later capsized  (Jan 8, 2002)"
drowned,drowning or exhaustion related death,2002,2,"drowned, were abandoned near Greek coast in boat that later capsized  (Jan 8, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, was abandoned near Greek coast in a boat that later capsized  (Jan 8, 2002)"
suicide - hanged,suicide,2002,1,"suicide, hung himself after negative decision on his asylum application in NL (Jan 8, 2002)"
drowned,drowning or exhaustion related death,2002,17,"reportedly drowned, forced by smugglers to swim ashore near Tarifa (E) (Jan 7, 2002)"
drowned,drowning or exhaustion related death,2002,2,"pregnant, drowned, forced by smugglers to swim ashore near Tarifa (E) (Jan 7, 2002)"
drowned,drowning or exhaustion related death,2002,11,"drowned, forced by smugglers to swim ashore near Tarifa (E) (Jan 7, 2002)"
asphyxiated,drowning or exhaustion related death,2002,5,"Kurds, stowaways found suffocated in truck in Avellino (I) going from BG to I (Jan 7, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,2,"Kurds, found dead on by smugglers abandoned refugee boat near Bari (I) (Jan 7, 2002)"
drowned,drowning or exhaustion related death,2002,4,"reportedly drowned, small boat wrecked off coast of Fuerteventura (E) (Jan 6, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, small boat with 19 migrants was wrecked off the coast of Fuerteventura (E) (Jan 6, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"dead body found in police station in Fuerteventura (E) (Jan 6, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"dead body found at the border between Ceuta (E/MA) and Morocco (Jan 6, 2002)"
crushed,"violent accidental death (transport, blown in minefield...)",2002,2,"Kurds, stowaways in lorry from Greece to Italy crushed to death by the load (Jan 6, 2002)"
asphyxiated,drowning or exhaustion related death,2002,2,"stowaway, found dead in a lorry on a ferry from Patras (GR) to Brindisi (I) (Jan 6, 2002)"
hypothermia,drowning or exhaustion related death,2002,9,"died of hypothermia, found dead by police in the area of Kaldiran (TR) (Jan 4, 2002)"
hypothermia,drowning or exhaustion related death,2002,10,"died of cold, dead bodies were discovered by police in the area of Kaldiran (TR) (Jan 4, 2002)"
drowned,drowning or exhaustion related death,2002,1,"reported missing after he jumped off a ship in the Corinthian Gulf (GR) (Jan 4, 2002)"
drowned,drowning or exhaustion related death,2002,1,"jumped off a ship in the Corinthian Gulf (GR) died several hours later in a hospital (Jan 4, 2002)"
hypothermia,drowning or exhaustion related death,2002,5,"died from cold, dead bodies were discovered near Menteres (TR) (Jan 4, 2002)"
asphyxiated,drowning or exhaustion related death,2002,3,"stowaways, suffocated in lorry, thrown out on parking place near Catalca (TR) (Jan 3, 2002)"
drowned,drowning or exhaustion related death,2002,11,"drowned off Lanzarote, Canary Islands (E) after boat shipwrecked on reefs (Jan 2, 2002)"
shot by the police,authorities related death,2002,8,"picked up by police at border BG-MK, shot to death by police near Skopje (MK) (Jan 2, 2002)"
asphyxiated,drowning or exhaustion related death,2002,2,"stowaways suffocated hidden in false compartment in bus from MA to Spain (Jan 1, 2002)"
asphyxiated,drowning or exhaustion related death,2002,1,"Kurd, stowaway suffocated in container during crossing from Greece to North Italy (Jan 1, 2002)"
suicide - other,suicide,2002,1,"suicide, in Schneckenstein asylum seekers hostel (D) in fear of deportation (Jan 1, 2002)"
died in childbirth,drowning or exhaustion related death,2002,1,"asylum seeker died in child birth in Dublin (IRL), hospital did not know medical history (Jan 1, 2002)"
suicide - other,suicide,2001,1,"suicide, in fear of forced deportation from Belgium (Sep 30, 2001)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2001,1,"died in minefield in Northern Greece trying to cross the Turkish-Greek border (Sep 29, 2001). From Del Grande's data set (translated): Found the remains of a man killed by an explosion in the mine fields between Gemisti and Gefyra, at the border between Turkey and Greece (Sep 29, 2001)"
unknown,unknown - supposedly exhaustion related death,2001,1,"Expelled from Italy throws himself into the water, in the port of Brindisi, the ferry that was to bring in Vlore, but slams against the hull and died after two days in hospital (Sep 28, 2001)"
unknown,unknown - supposedly exhaustion related death,2001,12,"Shipwreck of a Ukrainian ship loaded with immigrants in the Suez Canal, 3 dead and 9 missing (Sep 27, 2001)"
suicide - hanged,suicide,2001,1,"suicide, hanged himself in a police cell in Les Grisons (CH) in fear of deportation  (Sep 18, 2001)"
unknown,unknown - supposedly exhaustion related death,2001,1,"died after a fire in the refugee centre in Saarlouis-Fraulautern (D) (Sep 18, 2001)"
