NCT Number,Title,Status,Conditions,Gender,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,URL,clean_age,min_age,age_groups
NCT03403257,Brain Attack Surveillance in Corpus Christi--Cognitive (BASIC-Cognitive),Enrolling by invitation,"Dementia|Dementia Alzheimers|Dementia, Vascular|Dementia, Mixed",All,65 Years and older   (Older Adult),Phase 4,776,Observational,"April 11, 2018","September 30, 2022",https://ClinicalTrials.gov/show/NCT03403257,65 Years and older ,65,40 to 65 years old
NCT02172612,A Pilot Study to Reduce Inappropriate Anticholinergic Prescribing in the Elderly,Completed,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,50,Interventional,September 2014,"November 20, 2015",https://ClinicalTrials.gov/show/NCT02172612,65 Years and older ,65,40 to 65 years old
NCT00063310,ALADDIN Study: Antigonadotropin-Leuprolide in Alzheimer's Disease Drug INvestigation,Completed,Alzheimer Disease,Female,65 Years and older   (Older Adult),Phase 2,90,Interventional,March 2003,February 2006,https://ClinicalTrials.gov/show/NCT00063310,65 Years and older ,65,40 to 65 years old
NCT03246269,Normative Values for the German Version of the Montreal Cognitive Assessment (MoCA),Completed,"Cognitive Impairment|Cognitive Decline|Cognition Disorders|Cognitive Symptom|Cognitive Change|Cognitive Deterioration|Cognitive Abnormality|Cognitive Impairment, Mild|Cognition Disorders in Old Age|Dementia|Dementia Alzheimers|Dementia, Alzheimer Type|Dementia, Mild|Dementia of Alzheimer Type",All,65 Years and older   (Older Adult),Phase 4,334,Observational,December 2016,April 2017,https://ClinicalTrials.gov/show/NCT03246269,65 Years and older ,65,40 to 65 years old
NCT01577394,Oculomotor Testing in the Differential Diagnosis of Dementia,Completed,Lewy Body Disease|Alzheimer's Disease,All,65 Years and older   (Older Adult),Phase 3,65,Interventional,June 2011,April 2016,https://ClinicalTrials.gov/show/NCT01577394,65 Years and older ,65,40 to 65 years old
NCT03175874,Autophagy and Pathological Aging,Recruiting,Osteoporosis,Female,65 Years and older   (Older Adult),Not Applicable,60,Interventional,"December 20, 2017",February 2020,https://ClinicalTrials.gov/show/NCT03175874,65 Years and older ,65,40 to 65 years old
NCT01773915,New Proteins in Body Fluids as Potential Biomarker for Alzheimer's Disease: a Pilot Study,Unknown status,"Alzheimer Disease, Late Onset",All,65 Years and older   (Older Adult),Phase 4,20,Observational,December 2012,June 2014,https://ClinicalTrials.gov/show/NCT01773915,65 Years and older ,65,40 to 65 years old
NCT03643003,Music Therapy for Persons With Dementia,Completed,Quality of Life|Social Interaction|Emotions|Mood|Feelings|Alzheimer Disease|Dementia,All,65 Years and older   (Older Adult),Not Applicable,32,Interventional,"May 25, 2018","September 30, 2018",https://ClinicalTrials.gov/show/NCT03643003,65 Years and older ,65,40 to 65 years old
NCT00488007,"Clinical Trial on Alzheimer Disease, Presbycusis and Hearing Aids",Completed,Alzheimer Disease|Presbycusis,All,65 Years and older   (Older Adult),Not Applicable,51,Interventional,May 2007,September 2013,https://ClinicalTrials.gov/show/NCT00488007,65 Years and older ,65,40 to 65 years old
NCT03152630,Research on the Early and Prognosis Diagnosis of Vascular Dementia,Recruiting,Dementia,All,65 Years and older   (Older Adult),Phase 4,600,Observational,"March 30, 2016",January 2036,https://ClinicalTrials.gov/show/NCT03152630,65 Years and older ,65,40 to 65 years old
NCT03038282,Effects of Chromium on Insulin Resistance in Alzheimer Disease Patients,Not yet recruiting,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,100,Interventional,"February 20, 2017","October 20, 2019",https://ClinicalTrials.gov/show/NCT03038282,65 Years and older ,65,40 to 65 years old
NCT02434393,Characterizing Cognitive Decline in Late Life Depression: The ADNI Depression Project,"Active, not recruiting",Major Depression|Late Life Depression (LLD),All,65 Years and older   (Older Adult),Phase 4,133,Observational,"March 4, 2015",January 2021,https://ClinicalTrials.gov/show/NCT02434393,65 Years and older ,65,40 to 65 years old
NCT02284906,AD-4833/TOMM40_303 Extension Study of the Safety and Efficacy of Pioglitazone to Slow Cognitive Decline in Participants With Mild Cognitive Impairment Due to Alzheimer Disease,Terminated,Mild Cognitive Impairment Due to Alzheimer's Disease,All,65 Years and older   (Older Adult),Phase 3,40,Interventional,"February 12, 2015","May 8, 2018",https://ClinicalTrials.gov/show/NCT02284906,65 Years and older ,65,40 to 65 years old
NCT02351453,"Patients With Alzheimer Disease, Spouse Carers and Risk of Institutionalization: a Prospective Observational Cohort Study of Dyads (AID Study)",Completed,Alzheimer Disease,All,65 Years and older   (Older Adult),Phase 4,207,Observational,August 2011,February 2013,https://ClinicalTrials.gov/show/NCT02351453,65 Years and older ,65,40 to 65 years old
NCT01329536,The Occurrence of the ApoE4 Allele in Agitated In-Patients With Late-Onset Alzheimer's Disease,Completed,Alzheimer's Disease|Agitation,All,65 Years and older   (Older Adult),Phase 4,50,Observational,December 2010,October 2011,https://ClinicalTrials.gov/show/NCT01329536,65 Years and older ,65,40 to 65 years old
NCT00548951,Alzheimer Patients and the Snoezelen Program,Completed,Dementia,All,65 Years and older   (Older Adult),Phase 1,18,Interventional,September 2005,December 2006,https://ClinicalTrials.gov/show/NCT00548951,65 Years and older ,65,40 to 65 years old
NCT02829801,Evaluation of the Animal Intervention Used as Therapy,Unknown status,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,40,Interventional,"March 2, 2016","May 2, 2019",https://ClinicalTrials.gov/show/NCT02829801,65 Years and older ,65,40 to 65 years old
NCT03622905,ADvance II Study: DBS-f in Patients With Mild Alzheimer's Disease,Recruiting,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,210,Interventional,"August 1, 2019","October 1, 2024",https://ClinicalTrials.gov/show/NCT03622905,65 Years and older ,65,40 to 65 years old
NCT04063124,Senolytic Therapy to Modulate Progression of Alzheimer's Disease,Not yet recruiting,Alzheimer Disease,All,65 Years and older   (Older Adult),Phase 1|Phase 2,5,Interventional,December 2019,"December 31, 2020",https://ClinicalTrials.gov/show/NCT04063124,65 Years and older ,65,40 to 65 years old
NCT04102514,A Dyadic Approach for a Remote Physical Activity Intervention in Adults With AD and Their Caregivers,Not yet recruiting,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,100,Interventional,April 2020,April 2024,https://ClinicalTrials.gov/show/NCT04102514,65 Years and older ,65,40 to 65 years old
NCT01362686,Comparative Research of Alzheimer's Disease Drugs,Terminated,Dementia|Alzheimer's Disease,All,65 Years and older   (Older Adult),Not Applicable,200,Interventional,April 2011,October 2015,https://ClinicalTrials.gov/show/NCT01362686,65 Years and older ,65,40 to 65 years old
NCT03256539,"Napping, Sleep, Cognitive Decline and Risk of Alzheimer's Disease",Not yet recruiting,Sleep|Alzheimer Disease|Cognitive Impairment|Aging|CBT,All,65 Years and older   (Older Adult),Not Applicable,40,Interventional,September 2019,May 2022,https://ClinicalTrials.gov/show/NCT03256539,65 Years and older ,65,40 to 65 years old
NCT03841539,Nutrition Interventions for Cognitive Enhancement,Recruiting,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,200,Interventional,"March 7, 2019",February 2023,https://ClinicalTrials.gov/show/NCT03841539,65 Years and older ,65,40 to 65 years old
NCT00388544,Enhancing Quality of Life for Nursing Home Residents,Completed,Alzheimer's Disease,All,65 Years and older   (Older Adult),Phase 2,128,Interventional,May 2005,February 2010,https://ClinicalTrials.gov/show/NCT00388544,65 Years and older ,65,40 to 65 years old
NCT00294307,Enhancing Care Coordination: Hospital to Home for Cognitively Impaired Older Adults and Their Caregivers,Completed,"Dementia|Dementia, Vascular|Alzheimer Disease|Delirium, Dementia, Amnestic, Cognitive Disorders|Lewy Body Disease|Mild Cognitive Impairment",All,65 Years and older   (Older Adult),Phase 4,814,Observational,February 2006,August 2012,https://ClinicalTrials.gov/show/NCT00294307,65 Years and older ,65,40 to 65 years old
NCT00867399,A Safety and Tolerability Study of ABT-126 in Elderly,Completed,Alzheimer's Disease,All,65 Years and older   (Older Adult),Phase 1,30,Interventional,March 2009,,https://ClinicalTrials.gov/show/NCT00867399,65 Years and older ,65,40 to 65 years old
NCT02196116,Amyloïd Load in Elderly Population: Effect of Cognitive Reserve,Unknown status,"Plaque, Amyloid|Cognitive Deficits",All,65 Years and older   (Older Adult),Not Applicable,120,Interventional,July 2014,July 2016,https://ClinicalTrials.gov/show/NCT02196116,65 Years and older ,65,40 to 65 years old
NCT00295152,Effects of Community Occupational Therapy in Older Patients With Dementia and Their Caregivers.,Unknown status,Community Occupational Therapy|Dementia Patients|Primary Caregivers of Dementia Patients,All,65 Years and older   (Older Adult),Not Applicable,135,Interventional,April 2001,February 2005,https://ClinicalTrials.gov/show/NCT00295152,65 Years and older ,65,40 to 65 years old
NCT03300180,Caregiver Outcomes of Alzheimer's Disease Screening,Recruiting,Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,3600,Interventional,"October 15, 2018","September 30, 2023",https://ClinicalTrials.gov/show/NCT03300180,65 Years and older ,65,40 to 65 years old
NCT00874939,A Study to Evaluate the Effects of MK-0249 and an Alzheimer's Disease Medication on Cognitive Function in Adults With Alzheimer's Disease (MK-0249-023),Terminated,Alzheimer's Disease|Dementia,All,65 Years and older   (Older Adult),Phase 1,4,Interventional,"April 6, 2009","April 20, 2009",https://ClinicalTrials.gov/show/NCT00874939,65 Years and older ,65,40 to 65 years old
NCT03717597,Nonrandomized Evaluation of a Multidimensional Behavioral Intervention,Recruiting,Subjective Cognitive Concerns (SCC),All,65 Years and older   (Older Adult),Not Applicable,60,Interventional,"April 26, 2018","December 31, 2019",https://ClinicalTrials.gov/show/NCT03717597,65 Years and older ,65,40 to 65 years old
NCT00076440,Antigonadotropin-Leuprolide in Alzheimer's Disease Drug INvestigation (ALADDIN) VP 104 Study,Completed,Alzheimer Disease,Male,65 Years and older   (Older Adult),Phase 2,90,Interventional,December 2003,March 2007,https://ClinicalTrials.gov/show/NCT00076440,65 Years and older ,65,40 to 65 years old
NCT01311492,Exercise Trial for Alzheimer's Disease,Completed,Alzheimer's Disease,All,65 Years and older   (Older Adult),Not Applicable,10,Interventional,March 2011,April 2013,https://ClinicalTrials.gov/show/NCT01311492,65 Years and older ,65,40 to 65 years old
NCT00267124,Brain Aging Project--Kansas University,Completed,Alzheimer's Disease,All,65 Years and older   (Older Adult),Phase 4,172,Observational,November 2004,August 2009,https://ClinicalTrials.gov/show/NCT00267124,65 Years and older ,65,40 to 65 years old
NCT03275363,The University of Hong Kong Neurocognitive Disorder Cohort,Recruiting,Neurocognitive Disorder|Mild Cognitive Impairment|Alzheimer Dementia|Vascular Dementia|Age-related Cognitive Decline,All,65 Years and older   (Older Adult),Phase 4,500,Observational,"September 1, 2014","January 4, 2022",https://ClinicalTrials.gov/show/NCT03275363,65 Years and older ,65,40 to 65 years old
NCT04036955,"Evaluation of an Innovative Information, Training and Social Support Intervention ""INFOSADEM"" to Principal Caregivers of Dementia Patients Living at Home",Completed,Dementia,All,65 Years and older   (Older Adult),Not Applicable,160,Interventional,"March 1, 2016","December 31, 2018",https://ClinicalTrials.gov/show/NCT04036955,65 Years and older ,65,40 to 65 years old
NCT01202994,Practice Effects and Amyloid Imaging Using 18F-PIB or Flutemetamol PET and FDG-PET,"Active, not recruiting",Alzheimer's Disease,All,65 Years and older   (Older Adult),Phase 2,27,Interventional,May 2011,December 2018,https://ClinicalTrials.gov/show/NCT01202994,65 Years and older ,65,40 to 65 years old
NCT01129115,Dose Response Study of Aerobic Exercise in Older Adults,Completed,Alzheimer's Disease,All,65 Years and older   (Older Adult),Early Phase 1,101,Interventional,May 2010,April 2014,https://ClinicalTrials.gov/show/NCT01129115,65 Years and older ,65,40 to 65 years old
NCT00547560,Study Evaluating Multiple Doses Of GSI-953 Within The Elderly Population,Completed,Healthy,All,65 Years and older   (Older Adult),Phase 1,49,Interventional,August 2007,October 2009,https://ClinicalTrials.gov/show/NCT00547560,65 Years and older ,65,40 to 65 years old
NCT00246896,Care Management for Patients With Alzheimer Disease and Their Family Caregivers,Completed,Alzheimer's Disease|Dementia,All,65 Years and older   (Older Adult),Not Applicable,220,Interventional,August 2001,August 2005,https://ClinicalTrials.gov/show/NCT00246896,65 Years and older ,65,40 to 65 years old
NCT02000583,Alzheimer's Prevention Through Exercise,"Active, not recruiting",Alzheimer's Disease,All,65 Years and older   (Older Adult),Not Applicable,100,Interventional,November 2013,December 2019,https://ClinicalTrials.gov/show/NCT02000583,65 Years and older ,65,40 to 65 years old
NCT03001232,The Effect of Movement-oriented Dementia Care on ADL and QoL of Dementia Patients in Nursing Homes,Completed,Dementia,All,65 Years and older   (Older Adult),Not Applicable,66,Interventional,March 2014,March 2015,https://ClinicalTrials.gov/show/NCT03001232,65 Years and older ,65,40 to 65 years old
NCT01222351,Measuring Brain Amyloid Plaque Load in Older Adults Using BAY 94-9172,"Active, not recruiting",Late Onset Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,161,Interventional,December 2010,January 2029,https://ClinicalTrials.gov/show/NCT01222351,65 Years and older ,65,40 to 65 years old
NCT04044495,"Sleep, Rhythms and Risk of Alzheimer's Disease",Recruiting,Alzheimer Disease|Sleep,All,65 Years and older   (Older Adult),Not Applicable,100,Interventional,"September 9, 2019","September 1, 2020",https://ClinicalTrials.gov/show/NCT04044495,65 Years and older ,65,40 to 65 years old
NCT03324711,"Psychometric Validation of the ""Antillanisée"" Version of the Mini Mental State Examination (MMSEa)",Recruiting,Elderly Patients|Cognitive Disorder|Alzheimer Disease,All,65 Years and older   (Older Adult),Not Applicable,300,Interventional,November 2016,May 2020,https://ClinicalTrials.gov/show/NCT03324711,65 Years and older ,65,40 to 65 years old
NCT01708304,Reducing Disabilities in Alzheimer's Disease (RDAD) Translation in Area Agencies on Aging (AAAs),Completed,Alzheimer's Disease|Dementia|Memory Impairment|Cognitive Impairment,All,65 Years and older   (Older Adult),Not Applicable,510,Interventional,November 2012,June 2017,https://ClinicalTrials.gov/show/NCT01708304,65 Years and older ,65,40 to 65 years old
NCT04021888,The Effects of Exercise Program in Alzheimer's Patients With Mild to Moderate Stage Alzheimer's Disease,"Active, not recruiting",Alzheimer Disease|Aerobic Exercise|Breathing Exercise|Resistance Training,All,65 Years and older   (Older Adult),Not Applicable,60,Interventional,"July 16, 2018","July 30, 2020",https://ClinicalTrials.gov/show/NCT04021888,65 Years and older ,65,40 to 65 years old
NCT03286608,Polyphenols and Risk of Dementia,Completed,"Diet, Polyphenols, Flavonoids, Stilbenes, Aged, Dementia, Alzheimer's Disease, Epidemiology",All,65 Years and older   (Older Adult),Phase 4,1329,Observational,"January 1, 1999","December 31, 2015",https://ClinicalTrials.gov/show/NCT03286608,65 Years and older ,65,40 to 65 years old
NCT04095962,Effects of a Multicomponent Exercise Intervention on Physical and Cognitive Function of Older Adults With Dementia,Recruiting,Dementia|Alzheimer Disease|Vascular Dementia,All,65 Years and older   (Older Adult),Not Applicable,100,Interventional,"September 1, 2018",July 2020,https://ClinicalTrials.gov/show/NCT04095962,65 Years and older ,65,40 to 65 years old
NCT03002142,Auditory Rehabilitation and Cognition in Alzheimer Patients,Recruiting,Alzheimer's Disease|Hearing Loss,All,65 Years and older   (Older Adult),Not Applicable,184,Interventional,"March 31, 2017",February 2020,https://ClinicalTrials.gov/show/NCT03002142,65 Years and older ,65,40 to 65 years old
NCT03741543,Learning and Coping With Early Stage Dementia,"Active, not recruiting",Dementia|Alzheimer Disease|Vascular Dementia,All,65 Years and older   (Older Adult),Not Applicable,100,Interventional,"March 3, 2014","December 31, 2021",https://ClinicalTrials.gov/show/NCT03741543,65 Years and older ,65,40 to 65 years old
